img_idx,illum,occ,time,gt_bbox,pred_bbox,mse
216,0,0,0.23630452156066895,[495. 288. 579. 411.],[491.2216796875 298.44085693359375 578.64794921875 410.23809814453125],11.135152988691635
217,0,0,0.09741473197937012,[446.  34. 812. 500.],[446.0552062988281 46.25054168701172 786.12353515625 521.7696533203125],35.96648520299231
218,0,0,0.08000659942626953,[178.  50. 440. 350.],[184.37974548339844 59.42731475830078 396.2353210449219 311.06304931640625],59.67418762381846
219,0,0,0.0775907039642334,[304. 124. 598. 506.],[307.579345703125 123.03868865966797 596.7569580078125 487.2399597167969],19.16298776227955
220,0,0,0.14220571517944336,[401. 298. 552. 545.],[382.96533203125 315.2677917480469 549.852783203125 535.3204345703125],26.865040619313355
221,0,0,0.06785392761230469,[294.  42. 592. 398.],[281.4109802246094 35.553367614746094 566.812255859375 407.7953796386719],30.502695047734345
222,0,0,0.058693885803222656,[247. 447. 269. 472.],[247.23568725585938 446.22802734375 267.8939208984375 473.2867126464844],1.8789706432268531
223,0,0,0.13660359382629395,[497. 190. 690. 497.],"[481.48211669921875 222.26498413085938 681.7716064453125
 490.89105224609375]",37.2405639894464
224,0,0,0.14848589897155762,[ 114.  270.  631. 1066.],[80.89904022216797 279.8074645996094 676.4752807617188 1056.641845703125],57.85703165810974
225,0,0,0.08073925971984863,[298. 164. 658. 604.],[292.9728088378906 181.5184326171875 621.2310791015625 630.808349609375],49.01845861670234
226,0,0,0.07780790328979492,[246. 252. 452. 562.],[238.27272033691406 278.6654968261719 444.02227783203125 562.7918701171875],28.89689743294111
227,0,0,0.13873505592346191,[552. 146. 632. 262.],[559.6768798828125 152.9617462158203 642.599609375 267.75146484375],15.900674886937969
228,1,0,0.12001371383666992,[ 275.  208.  835. 1032.],[240.894775390625 221.11593627929688 836.441650390625 1034.08056640625],36.6278752121673
229,0,0,0.08940792083740234,[400. 290. 486. 410.],[394.417236328125 294.3871154785156 485.8819580078125 419.3265380859375],11.722298367564312
230,0,0,0.23263764381408691,[422.  84. 502. 206.],[408.4201354980469 80.93895721435547 511.3435363769531 214.6604766845703],18.870300242931624
231,0,0,0.13290047645568848,[239. 254. 662. 790.],[231.78384399414062 257.70306396484375 636.30810546875 785.8341674804688],27.26193675097722
232,0,0,0.11366844177246094,[613. 297. 655. 351.],[617.9745483398438 298.9814147949219 657.0342407226562 350.80615234375],5.731304215143718
233,0,0,0.08719563484191895,[568.  58. 728. 268.],[558.1857299804688 58.38962936401367 711.8240356445312 264.4812927246094],19.248761798537952
234,0,0,0.07518601417541504,[730.  76. 884. 292.],[708.9129028320312 85.21652221679688 879.9049682617188 288.5826721191406],23.62323778669841
235,0,0,0.0971670150756836,[312.  80. 628. 546.],[307.52899169921875 104.6771240234375 619.5137329101562 539.1712646484375],27.34225156997162
236,0,0,0.12888455390930176,[460. 142. 612. 362.],[446.7679443359375 144.9894256591797 604.6768798828125 362.1495056152344],15.41669235109637
237,0,0,0.05635881423950195,[764. 124. 886. 360.],[762.3924560546875 133.20425415039062 897.27734375 352.69091796875],16.367762650903135
238,0,0,0.10010457038879395,[290. 116. 530. 460.],[273.39129638671875 101.6579818725586 551.1912841796875 438.005126953125],37.608343292600665
239,0,0,0.11882495880126953,[370. 109. 619. 448.],[361.17169189453125 111.8137435913086 609.6919555664062 451.5265808105469],13.598994094924391
240,0,0,0.07895326614379883,[258. 178. 398. 364.],[257.0484619140625 189.5876922607422 397.0246887207031 362.6692810058594],11.743171709191019
241,0,0,0.10837531089782715,[299. 252. 716. 809.],[285.19720458984375 235.5895233154297 698.2660522460938 776.47314453125],42.805491887988914
242,1,0,0.08118224143981934,[523. 570. 553. 617.],[518.6172485351562 569.25732421875 555.763916015625 618.9445190429688],5.5839469704270845
243,0,0,0.09071183204650879,[666.  44. 728. 144.],[663.7249755859375 44.618255615234375 732.8248291015625 133.1232452392578],12.130158534617818
244,0,0,0.055267333984375,[248.  88. 452. 334.],[255.27536010742188 74.67784881591797 456.6260986328125 313.80712890625],25.681966599805357
245,0,0,0.06130218505859375,[468.  84. 606. 230.],[475.206298828125 86.815673828125 606.06494140625 248.19886779785156],19.775281753152044
246,1,0,0.15557241439819336,[640.  50. 792. 246.],[639.2981567382812 99.13600158691406 752.7596435546875 250.427490234375],63.041632907499356
248,0,0,0.060654640197753906,[516.  86. 712. 390.],[505.919921875 87.27438354492188 725.5220947265625 377.3722839355469],21.107777884567767
249,0,0,0.1279759407043457,[282. 110. 632. 644.],[253.90338134765625 118.1759033203125 649.41162109375 654.9931640625],35.78099467616418
250,0,0,0.09117984771728516,[614. 152. 722. 292.],[603.169189453125 132.54583740234375 723.28173828125 294.5433044433594],22.447319438890233
251,0,0,0.35840487480163574,[444. 117. 505. 168.],[80.65167236328125 1212.2109375 94.07088470458984 1230.5313720703125],1621.5254112246032
252,0,0,0.14368748664855957,[279. 208. 773. 883.],[276.1361083984375 215.29991149902344 757.384521484375 869.712646484375],21.95193649134884
253,0,0,0.07033562660217285,[392.  66. 672. 460.],[367.4756164550781 60.42475891113281 674.7261352539062 479.2941589355469],31.81548497053222
254,1,0,0.07340669631958008,[506.  62. 656. 278.],[499.92926025390625 69.83467864990234 648.9788208007812 262.1878662109375],19.938821502856985
255,0,0,0.08705925941467285,[554. 116. 860. 556.],[546.4744262695312 120.01531219482422 850.0460815429688 544.4017944335938],17.503024224529593
256,0,0,0.05872368812561035,[450.   2. 666. 284.],[455.7823791503906 3.0897979736328125 658.716064453125 275.3349304199219],12.757849197291481
257,0,0,0.06924915313720703,[310.  94. 420. 250.],"[314.7581481933594 110.30131530761719 420.14984130859375
 247.91244506835938]",17.110031940317988
258,1,0,0.09946680068969727,[432.  13. 925. 565.],[388.43194580078125 -288.60614013671875 949.2242431640625 510.630126953125],310.49530780171386
259,0,0,0.09802675247192383,[706. 272. 796. 412.],[705.6719360351562 283.1773376464844 811.03515625 415.23553466796875],19.014865523534148
260,0,0,0.10313010215759277,[397. 221. 602. 496.],[399.2716064453125 219.51808166503906 602.776611328125 505.4657287597656],9.877217416980596
261,0,0,0.10558366775512695,[448.  82. 540. 214.],[443.76275634765625 84.53084564208984 546.450439453125 211.80484008789062],8.413460026147158
262,0,0,0.10628581047058105,[426.  96. 648. 390.],[436.0683898925781 103.07454681396484 641.1876220703125 382.3068542480469],16.031677150867193
263,0,0,0.12707877159118652,[434.  31. 538. 160.],[428.92987060546875 26.51791763305664 534.794921875 170.3861541748047],12.803905605381537
264,0,0,0.06825447082519531,[442. 150. 542. 294.],[440.6670227050781 150.809326171875 544.0237426757812 284.299560546875],10.031246050355927
265,0,0,0.10871720314025879,[426. 268. 715. 658.],[407.7319641113281 264.685302734375 700.1295776367188 662.290283203125],24.171146940472997
266,0,0,0.1619734764099121,[384. 351. 654. 741.],[378.8500671386719 365.0293273925781 650.9044189453125 747.558349609375],16.611393897841914
267,0,0,0.2508399486541748,[ 102.  251.  707. 1055.],[34.36888122558594 233.35989379882812 673.7830810546875 1067.7916259765625],78.4355211164639
268,0,0,0.06423306465148926,[594. 240. 774. 504.],[580.7899780273438 237.66856384277344 776.8292846679688 506.9049987792969],14.01371273836465
270,0,0,0.1345057487487793,[ 274.  339.  822. 1105.],[286.44140625 360.8914794921875 840.2553100585938 1126.5650634765625],37.84618569840254
271,0,0,0.13207721710205078,[465. 204. 582. 414.],[460.29693603515625 214.50375366210938 589.439697265625 412.16552734375],13.826136010554972
272,0,0,0.16055989265441895,[566.  42. 724. 288.],[564.8438720703125 37.45326232910156 740.8674926757812 277.9959716796875],20.164383130632068
273,0,0,0.1041409969329834,[462. 114. 630. 338.],[446.3724060058594 96.79582214355469 648.1773681640625 340.4841003417969],29.61068890860008
274,0,0,0.07905077934265137,[442.   6. 650. 310.],[437.3226623535156 5.354696273803711 645.6318359375 298.87127685546875],12.853919264675845
276,0,0,0.11644196510314941,[716. 364. 772. 421.],[717.9790649414062 362.043212890625 771.4151000976562 422.8448181152344],3.3898636562224937
277,0,0,0.1025397777557373,[482.  38. 622. 232.],[475.0793151855469 55.273704528808594 612.3672485351562 234.3054656982422],21.080365730195606
278,0,0,0.08271980285644531,[470. 122. 526. 206.],[475.45770263671875 135.31776428222656 523.129638671875 201.42922973632812],15.371411077225765
279,0,0,0.10029006004333496,[282.  92. 608. 574.],[272.0194091796875 106.99846649169922 605.2518310546875 571.4822998046875],18.39721275222383
280,0,1,0.06200718879699707,[404.  62. 584. 384.],[383.2843933105469 92.40200805664062 589.0748901367188 356.6706848144531],46.10926623574577
281,0,0,0.1503772735595703,[467. 121. 649. 373.],[466.7138671875 132.45010375976562 631.6026000976562 363.5468444824219],22.873968188693805
282,0,0,0.08646035194396973,[286.  86. 510. 404.],[274.00494384765625 94.76095581054688 507.9993896484375 386.18896484375],23.27812565324337
284,0,0,0.10353851318359375,[282. 142. 376. 270.],[278.1439514160156 146.7113037109375 368.2755432128906 266.654052734375],10.388844454461953
285,0,0,0.14234209060668945,[297. 378. 462. 603.],[290.7706298828125 408.6249084472656 446.7174987792969 618.0105590820312],37.88880833407477
286,0,0,0.1003103256225586,[832.  90. 912. 208.],[833.23486328125 88.4677505493164 920.9469604492188 204.27427673339844],9.889478795249044
287,0,0,0.08668351173400879,[680. 260. 736. 334.],[672.1539306640625 255.0540771484375 731.6762084960938 329.4587707519531],11.19557470300275
288,0,0,0.11311936378479004,[506. 104. 652. 322.],[496.14129638671875 104.61115264892578 658.0679321289062 324.6710205078125],11.896289142794968
289,0,0,0.06341147422790527,[488. 120. 636. 334.],[477.3603515625 112.12614440917969 645.8086547851562 328.3042907714844],17.431308988393702
290,0,0,0.176285982131958,[394. 152. 562. 408.],[386.7708435058594 183.30296325683594 561.8718872070312 412.96990966796875],32.50926986677935
291,0,0,0.08829116821289062,[546.  74. 678. 260.],[539.5709228515625 79.71764373779297 675.004150390625 254.55581665039062],10.613139503419367
292,0,0,0.06946039199829102,[432. 120. 548. 270.],[435.1831359863281 120.72330474853516 546.6663818359375 262.4102478027344],8.368894806969822
293,0,0,0.07111310958862305,[188.  24. 550. 568.],[186.1036834716797 58.810672760009766 556.3278198242188 544.6843872070312],42.41506876122554
294,0,0,0.08008766174316406,[338.  86. 528. 376.],[350.35870361328125 129.1083526611328 525.3859252929688 372.7112731933594],45.04127812063268
295,0,1,0.12252259254455566,[380.  88. 510. 232.],[385.5537414550781 77.7203140258789 510.86895751953125 241.01690673828125],14.78430526517925
296,0,0,0.0825188159942627,[370.  14. 794. 550.],[360.31085205078125 -1.7367744445800781 794.98681640625 555.8320922851562],19.40393684136448
297,0,0,0.09686875343322754,[196.   0. 612. 532.],[194.80377197265625 -60.1732292175293 642.510009765625 523.684814453125],67.98714203830174
298,1,0,0.11043262481689453,[229. 186. 712. 838.],[219.6527099609375 189.99473571777344 686.2210693359375 816.2750854492188],35.211573707383494
299,0,0,0.09286808967590332,[344.  30. 644. 478.],[337.9428405761719 26.592926025390625 654.5884399414062 458.129150390625],23.564020411324044
300,0,0,0.1862339973449707,[431. 239. 560. 457.],[415.7201843261719 247.7794952392578 566.313720703125 458.2965393066406],18.764231584934343
301,0,0,0.13972902297973633,[168. 312. 393. 564.],[183.92626953125 278.3863830566406 387.5206298828125 564.1395263671875],37.59739711316711
302,0,0,0.08534741401672363,[416. 237. 548. 450.],[406.61932373046875 271.6417541503906 545.9482421875 458.88525390625],37.029794287702146
303,1,0,0.3071000576019287,[364. 192. 559. 491.],[345.54266357421875 201.6524658203125 533.4088745117188 487.8936767578125],33.142092755115584
304,0,0,0.11580014228820801,[374. 192. 700. 600.],[348.76165771484375 178.05136108398438 672.2407836914062 588.3643188476562],41.68334937188225
305,0,0,0.08628678321838379,[378.  58. 592. 372.],[498.340087890625 65.73854064941406 736.1986083984375 385.82305908203125],188.48325493618057
306,0,0,0.09629082679748535,[417.  60. 446.  89.],[418.3963928222656 59.61417007446289 441.6007385253906 88.87711334228516],4.6332904396488575
307,0,0,0.09270572662353516,[782.  58. 856. 208.],[777.0745239257812 73.03870391845703 869.614501953125 196.12030029296875],24.018843824497445
308,0,0,0.07069849967956543,[596.  68. 742. 248.],[592.2725219726562 71.48580932617188 732.4747314453125 256.2543029785156],13.598132879289263
309,0,0,0.06990170478820801,[496. 180. 586. 284.],"[492.82025146484375 181.52230834960938 578.4163818359375
 286.59857177734375]",8.757400481788238
310,0,0,0.10461807250976562,[338. 144. 632. 520.],[358.1298522949219 165.30633544921875 635.3123779296875 530.5797119140625],31.338044537329445
311,0,0,0.12075972557067871,[436.  92. 588. 321.],[420.9898681640625 89.98318481445312 600.307373046875 333.339599609375],23.089147906744195
312,0,0,0.10311484336853027,[420.   6. 824. 438.],[407.518798828125 -49.88188171386719 835.1986694335938 437.2576599121094],58.34831919142534
313,1,0,0.16081547737121582,[496.  42. 535.  76.],[843.0123901367188 394.4532470703125 861.52734375 417.81201171875],684.1757433952585
314,0,0,0.11323189735412598,[358.  12. 774. 554.],[386.7087707519531 13.07444953918457 769.3131713867188 541.9669189453125],31.497767571994753
315,0,0,0.10768866539001465,[308. 166. 440. 406.],[287.4541015625 180.52801513671875 444.5934753417969 406.4090270996094],25.58250349947606
316,0,0,0.1501305103302002,[597. 257. 728. 439.],[592.321533203125 273.03607177734375 721.661376953125 437.0172119140625],17.976463510426438
317,0,0,0.07020711898803711,[438. 110. 584. 274.],[450.28778076171875 116.06655883789062 586.194580078125 285.109130859375],17.776998125433757
318,0,0,0.11770224571228027,[271. 330. 663. 894.],[267.068115234375 321.04766845703125 661.8989868164062 860.4703979492188],34.943531612869194
319,0,0,0.15601277351379395,[729.  66. 847. 237.],[704.3046875 54.718990325927734 857.1685791015625 248.02890014648438],31.018644040722105
320,0,0,0.08033180236816406,[134.  64. 290. 306.],[132.83480834960938 76.30047607421875 283.4139404296875 285.1766357421875],25.09278906203565
321,1,0,0.08974504470825195,[531. 111. 889. 542.],[521.9286499023438 99.30838775634766 853.7095336914062 541.1200561523438],38.27759792493761
322,0,0,0.09728527069091797,[370.  64. 538. 336.],[355.2279357910156 98.76097106933594 522.6552734375 317.2386474609375],44.87747734722226
323,1,0,0.14951300621032715,[254. 116. 448. 416.],[251.52108764648438 140.20025634765625 452.7474060058594 395.0244140625],32.47014756595058
324,1,0,0.20326709747314453,[532.  51. 649. 234.],[522.0894165039062 44.717620849609375 652.239990234375 220.2250518798828],18.38299990352701
325,0,0,0.08647632598876953,[431. 184. 675. 554.],[413.50048828125 184.7637939453125 681.3729858398438 549.9649658203125],19.071254309343683
326,0,0,0.11112523078918457,[393. 204. 660. 564.],[399.2425537109375 215.2218017578125 660.8129272460938 557.9397583007812],14.222717450824037
327,0,0,0.08292484283447266,[562. 120. 804. 442.],[575.9246826171875 128.24998474121094 800.9597778320312 415.2736511230469],31.3926696753054
328,0,0,0.09082913398742676,[526.  81. 649. 231.],[533.331787109375 79.67289733886719 641.48486328125 214.59771728515625],19.51995035468968
329,0,0,0.06851053237915039,[294. 104. 484. 366.],[277.1338195800781 102.953369140625 485.4336242675781 367.5816345214844],17.032918845966833
330,0,0,0.154144287109375,[286.  96. 486. 424.],[290.25787353515625 124.08726501464844 478.6419982910156 398.611328125],38.803979071356984
331,0,0,0.11933779716491699,[322.  42. 402. 158.],[323.30926513671875 51.78648376464844 400.4286193847656 149.29193115234375],13.258549685671138
332,0,0,0.10699939727783203,[432.  80. 756. 568.],[427.9012451171875 101.92823028564453 752.21630859375 536.6576538085938],38.656255127589965
333,0,0,0.10415005683898926,[376.  50. 522. 258.],[377.7903137207031 60.79707336425781 522.9205322265625 256.4947204589844],11.085813570886158
334,0,0,0.08706164360046387,[590. 170. 664. 252.],[590.8876342773438 166.8156280517578 654.1785278320312 247.88156127929688],11.151276714234962
335,0,0,0.15707063674926758,[353. 122. 495. 330.],[348.67041015625 128.94699096679688 497.0638427734375 340.1693420410156],13.216693847119958
336,0,0,0.1028902530670166,[576.  92. 684. 284.],[570.591796875 88.58072662353516 688.7196655273438 269.71832275390625],16.345691760089263
337,0,0,0.09617733955383301,[392. 232. 456. 308.],[393.0532531738281 232.43528747558594 441.4432678222656 302.5354919433594],15.590321274109737
338,0,0,0.12941765785217285,[334. 208. 742. 750.],[350.67950439453125 210.4463348388672 743.400390625 747.484619140625],17.102007360580238
339,0,0,0.07557010650634766,[360.  14. 654. 428.],[327.57281494140625 -4.783485412597656 630.4552612304688 408.427978515625],48.39173900346896
340,1,0,0.17856550216674805,[466.  40. 602. 244.],[474.62567138671875 38.2479248046875 614.3956909179688 253.9036865234375],18.144093651930326
341,0,0,0.21757888793945312,[310. 246. 513. 519.],[311.1705017089844 250.37481689453125 519.4435424804688 522.4761352539062],8.608824142266274
342,1,0,0.07111549377441406,[308.  60. 622. 490.],[326.02447509765625 43.65798568725586 620.68115234375 473.80950927734375],29.254307090149627
343,0,0,0.13009428977966309,[535. 261. 631. 393.],[543.0026245117188 253.62928771972656 644.1593627929688 398.8498840332031],18.0488052489086
344,0,0,0.08285784721374512,[594.  96. 896. 506.],[595.864501953125 118.60810852050781 885.3401489257812 478.3555908203125],37.31552923685765
345,0,0,0.11088395118713379,[392. 134. 768. 600.],[371.60369873046875 122.4369125366211 741.2305908203125 586.57421875],38.03376088642328
346,0,0,0.13117265701293945,[464. 142. 536. 238.],[463.0077819824219 146.59373474121094 533.9705200195312 236.40528869628906],5.361789682589374
347,0,0,0.07500195503234863,[378.  36. 542. 302.],[376.22918701171875 42.09468078613281 541.3670654296875 289.321533203125],14.192428932852915
348,0,0,0.11273932456970215,[388. 104. 604. 388.],[370.73858642578125 102.92093658447266 597.3317260742188 379.6544494628906],20.328179145010836
349,0,0,0.1060798168182373,[270. 146. 402. 336.],[251.8217010498047 142.548828125 406.9203186035156 351.8327941894531],24.844477193918685
350,0,0,0.09396934509277344,[610. 167. 812. 433.],[616.6625366210938 174.0126495361328 815.4010620117188 433.0],10.25348089926516
351,0,0,0.15685009956359863,[284. 141. 752. 861.],[262.74444580078125 176.60293579101562 725.421142578125 859.8724975585938],49.26534831768516
352,0,0,0.09156465530395508,[506. 220. 650. 504.],[485.0539245605469 208.8146514892578 678.5078125 489.19091796875],39.948146161811714
353,0,0,0.45378994941711426,[350. 116. 420. 162.],[552.4404907226562 1252.8958740234375 563.9041748046875 1269.16455078125],1606.249088618702
354,0,0,0.12513113021850586,[838. 264. 898. 332.],[570.3375244140625 240.6533203125 617.7515258789062 301.0634765625],389.4669999099072
355,0,0,0.07743287086486816,[398.   6. 636. 288.],"[399.18438720703125 -43.702484130859375 651.3309326171875
 271.67010498046875]",54.52928266625339
356,0,0,0.07566165924072266,[546.  50. 654. 234.],[535.5428466796875 59.10015869140625 651.769775390625 226.84768676757812],15.757361141899311
357,0,0,0.07609701156616211,[344.  60. 474. 254.],[340.343017578125 52.64045715332031 477.166259765625 236.40737915039062],19.673888802357887
358,0,0,0.12838196754455566,[414. 236. 576. 462.],[402.1424560546875 237.5106658935547 574.4580078125 472.7687072753906],16.16249535642094
359,1,0,0.10363626480102539,[478. 107. 515. 153.],[481.932861328125 106.4392318725586 515.0880737304688 150.90565490722656],4.491758839100575
360,0,0,0.1402287483215332,[560.  72. 834. 448.],[558.8655395507812 84.48228454589844 815.0489501953125 453.3781433105469],23.348686090744867
361,0,0,0.08766055107116699,[360. 128. 632. 554.],[349.7563781738281 162.04254150390625 620.8056030273438 535.6505126953125],41.54328619752062
362,0,0,0.08751106262207031,[316.  46. 620. 488.],[322.43695068359375 55.05619812011719 620.1619262695312 479.44525146484375],14.023516003854185
363,1,0,0.2808551788330078,[312. 312. 801. 952.],[300.8141784667969 393.8661193847656 784.3726196289062 982.8074951171875],89.73714749140366
364,0,0,0.12154626846313477,[506. 120. 614. 273.],[498.75830078125 125.40257263183594 615.3652954101562 268.7416076660156],10.081068169804114
365,0,0,0.09575533866882324,[420. 252. 624. 540.],[420.8166198730469 240.5083770751953 617.9366455078125 538.4215087890625],13.114120926081512
366,0,0,0.08088278770446777,[186. 216. 396. 384.],[206.3757781982422 229.43914794921875 392.1049499511719 402.8957214355469],31.11274237732209
367,0,0,0.20572924613952637,[249. 319. 704. 944.],[259.6492004394531 338.7740783691406 723.2686157226562 938.3756713867188],30.121956602553787
368,0,0,0.16959738731384277,[544.  46. 900. 474.],[484.35418701171875 26.535112380981445 855.9801025390625 477.6252746582031],76.72938710737174
369,0,0,0.09882831573486328,[562. 178. 676. 308.],[556.955078125 161.14996337890625 668.0142211914062 305.7618103027344],19.44626254985222
370,0,0,0.20352888107299805,[451. 451. 598. 665.],[447.5108947753906 454.6401062011719 598.1111450195312 666.036865234375],5.148948548376503
371,0,0,0.10613679885864258,[524. 160. 696. 396.],[517.106689453125 160.0496063232422 698.052490234375 403.49810791015625],10.390116913563398
372,0,0,0.0908207893371582,[482. 216. 636. 414.],[477.5178527832031 215.94898986816406 634.2492065429688 416.6549987792969],5.496047848576396
373,0,0,0.08976197242736816,[358. 100. 410. 180.],[353.617919921875 109.07122039794922 404.48907470703125 178.39541625976562],11.59459580508856
374,0,0,0.10507082939147949,[230.   6. 878. 740.],[268.8774108886719 6.7120819091796875 828.9677124023438 764.5366821289062],67.21736483235762
375,0,0,0.13841819763183594,[246. 206. 595. 705.],[217.5321502685547 215.3168487548828 622.6963500976562 711.897216796875],41.37489029989748
376,0,0,0.21108460426330566,[348. 185. 709. 621.],[353.5913391113281 199.5814208984375 713.6279907226562 622.11767578125],16.326310230919987
377,0,0,0.11793828010559082,[325. 240. 769. 902.],[303.8597717285156 265.7484130859375 757.5509643554688 894.27587890625],36.064282769454955
378,0,0,0.11169791221618652,[312. 220. 656. 574.],[312.4437561035156 188.53375244140625 648.2891235351562 565.5801391601562],33.47645930077627
379,0,0,0.0883021354675293,[378. 118. 624. 490.],"[341.54241943359375 107.27930450439453 629.0328979492188
 489.09259033203125]",38.343734126168144
380,0,0,0.08567190170288086,[456. 136. 756. 594.],[442.2085876464844 137.40264892578125 763.2280883789062 576.716064453125],23.30558234233823
381,0,0,0.09694981575012207,[356. 102. 492. 298.],[352.64752197265625 121.59188842773438 488.1993713378906 297.9638671875],20.236780497302462
382,0,0,0.12343621253967285,[468.  92. 550. 206.],[460.8751525878906 94.3349380493164 543.266357421875 200.1894989013672],11.632680332887093
383,0,0,0.06959939002990723,[518.  82. 674. 318.],[507.5375671386719 101.70606994628906 676.0602416992188 318.4473876953125],22.410632425591036
384,0,0,0.09292960166931152,[418. 104. 604. 372.],[411.2724304199219 103.13031768798828 601.70458984375 364.62091064453125],10.282820978701636
385,0,0,0.07182979583740234,[390.  80. 542. 296.],[393.8092956542969 81.79475402832031 551.9369506835938 289.877685546875],12.40796512548027
386,0,0,0.10463690757751465,[462. 174. 597. 377.],[448.12591552734375 174.13125610351562 602.7064208984375 379.1274108886719],15.152444181665057
387,1,0,0.10786986351013184,[482.  98. 574. 214.],[488.2236328125 104.45214080810547 574.5209350585938 210.07928466796875],9.7983217156074
388,0,0,0.09951353073120117,[254.  18. 546. 438.],[205.75904846191406 -43.74005126953125 550.7200317382812 412.800048828125],82.43991493651343
389,0,0,0.1041257381439209,[480. 226. 558. 332.],[479.01312255859375 235.20248413085938 552.5712890625 325.09814453125],12.757983877459697
390,0,0,0.09761905670166016,[325. 205. 674. 681.],[317.819091796875 220.67196655273438 663.1434326171875 673.0579223632812],21.865901096843672
391,0,0,0.10883450508117676,[668. 210. 764. 356.],[660.5083618164062 196.58726501464844 766.595947265625 344.7126770019531],19.239768842927855
392,1,0,0.052161216735839844,[358.   4. 858. 702.],[358.83343505859375 -160.12191772460938 916.042236328125 673.1400756835938],176.46102946860236
394,0,0,0.16925311088562012,[267. 318. 699. 925.],[259.1432189941406 330.56982421875 675.6016845703125 908.8768920898438],32.049419063284155
395,0,0,0.12349843978881836,[159. 369. 219. 459.],[160.5889129638672 378.920654296875 220.3295135498047 459.38427734375],10.141957475797433
396,0,0,0.1082756519317627,[314. 110. 392. 226.],[311.3557434082031 114.03103637695312 391.4994201660156 221.3912353515625],6.688246328482501
397,0,0,0.15748834609985352,[580.  54. 694. 210.],[574.83203125 49.50375747680664 696.5711669921875 213.09912109375],7.946039836534263
398,1,0,0.07698965072631836,[502. 104. 696. 358.],[505.5460205078125 128.0529022216797 684.8320922851562 345.2908020019531],29.6203012004999
399,0,0,0.09603476524353027,[256. 180. 811. 931.],[271.74591064453125 186.66976928710938 801.6844482421875 901.56884765625],35.29010848952345
400,0,0,0.06420493125915527,[424.  30. 498. 138.],[419.05340576171875 29.206619262695312 494.6742248535156 135.1129913330078],6.670370823333929
401,1,0,0.43557167053222656,[764. 242. 864. 408.],[751.1602783203125 249.71231079101562 871.2430419921875 406.8894348144531],16.674327659039015
402,0,0,0.07666969299316406,[334.  94. 574. 422.],[329.7484436035156 96.52351379394531 568.933837890625 422.0611572265625],7.079095449670617
403,0,0,0.10269570350646973,[563. 338. 743. 584.],[555.5804443359375 333.3749084472656 749.9281616210938 588.6456909179688],12.08400371055018
404,0,0,0.07130122184753418,[354.  94. 464. 226.],[367.72393798828125 92.6518783569336 468.50311279296875 227.13587951660156],14.551018966832773
405,0,0,0.18741345405578613,[ 32. 108. 594. 883.],[-97.35322570800781 85.29861450195312 596.4885864257812 948.1383056640625],146.6178769174522
406,1,0,0.13097929954528809,[518. 152. 598. 278.],[522.4547119140625 164.73358154296875 600.6918334960938 275.5473937988281],13.973181523813532
407,0,0,0.08940601348876953,[440.  62. 558. 242.],[426.83367919921875 71.10496520996094 552.9826049804688 247.23878479003906],17.57474078790483
408,0,0,0.0823514461517334,[584. 106. 748. 356.],[569.5173950195312 103.26655578613281 740.3665161132812 348.27264404296875],18.30845899102607
409,0,0,0.08794593811035156,[414. 144. 570. 388.],[399.16253662109375 157.69972229003906 571.6664428710938 388.8436279296875],20.28106136943886
410,0,0,0.11692142486572266,[ 313.  475.  782. 1054.],"[299.09576416015625 440.20892333984375 797.0712280273438
 1061.1697998046875]",41.015786387126035
411,0,0,0.09012436866760254,[508. 143. 550. 199.],[505.6119079589844 141.6234588623047 549.3963623046875 199.36138916015625],2.8447899206110643
412,0,0,0.11085176467895508,[510.  80. 644. 278.],[502.005615234375 76.92271423339844 650.7896118164062 283.28302001953125],12.14038733378952
413,1,0,0.06186866760253906,[278.  24. 400. 198.],[280.0509033203125 36.6417121887207 396.31658935546875 200.635498046875],13.584272355302895
415,1,0,0.11230826377868652,[266. 152. 710. 774.],[270.94830322265625 146.10494995117188 710.457763671875 782.095703125],11.179770862095607
417,0,0,0.0706033706665039,[452.  12. 924. 656.],[435.8641357421875 3.5500259399414062 912.8598022460938 650.6641235351562],22.007811354299303
418,0,0,0.11564040184020996,[476.  52. 684. 342.],[465.7320556640625 70.73756408691406 671.6168823242188 343.5128479003906],24.741812806241278
420,0,0,0.29511404037475586,[720. 158. 818. 332.],[722.0560913085938 154.63059997558594 818.3558959960938 316.6825866699219],15.821826098092686
421,1,0,0.21732854843139648,[479. 724. 542. 821.],[479.9872741699219 730.2888793945312 544.849853515625 819.6504516601562],7.104059410481437
422,1,0,0.19629645347595215,[456. 102. 570. 270.],[441.9249572753906 105.44456481933594 576.2177124023438 277.6697082519531],17.53442975070827
423,0,0,0.07067990303039551,[614. 122. 676. 222.],[615.4317016601562 130.14102172851562 690.8046264648438 220.88047790527344],16.992830809255725
424,1,0,0.13258790969848633,[ 88.  90. 404. 590.],[58.65142822265625 131.25662231445312 422.5209655761719 597.8182373046875],54.47566934507074
425,0,0,0.1076955795288086,[520.  54. 736. 368.],[505.65606689453125 48.70561981201172 732.6016235351562 367.30706787109375],15.67826508390516
426,0,0,0.12052035331726074,[  6.   0. 666. 686.],"[-257.86077880859375 -425.5240783691406 635.5609741210938
 911.5035400390625]",549.9742109699235
